cas	id	score/f7.83125363f7.5543394	score/f3.96892066f7.5543394	score/f7.8423149f3.96892066	score/f7.65137389f7.54371056	score/f2.67183079f2.55375959	score/f4.05847317f3.04562355	score/f2.26835606f7.41543777	score/f4.19323137f2.26835606	score/f7.21512364f2.34609156	score/f2.10098149f2.26835606	score/f8.08686961f4.44197134	score/f1.9327416f2.26835606	score/f3.11155736f3.30174918	score/f6.36097057f6.13422123	score/f2.72536507f3.04562355	score/f8.33470473f6.67724044	score/f7.30971869f6.84334939	score/f4.64518419f5.23951002	score/f6.24620988f6.36097057	score/f3.58786783f2.47461135	score/f6.21704203f6.06044366	score/f6.98478217f7.76865622	score/f2.74415963f3.58786783	score/f3.18131412f2.74415963	score/f6.99371349f6.84334939	score/f7.15493875f2.16092068	score/f4.11516934f3.58786783	score/f4.26441488f4.11516934	score/f6.43833605f3.04562355	score/f1.91427696f2.11117558	score/f1.50892693f3.58786783	score/f5.86025971f5.61164911	score/f2.38065771f1.50892693	score/f1.37357132f1.50892693	score/f1.11970213f1.37357132	score/f5.97056593f5.86025971	score/f3.65800917f7.36383034	score/f7.47437275f7.33825723	score/f1.12989762f1.50892693	score/f4.00955893f3.58786783	score/f3.39722713f3.52922397	score/f3.15649363f4.05847317	score/f4.03764378f2.72536507	score/f4.53880071f5.21309637	score/f4.30671322f7.67911541	score/f3.37475199f1.50892693	score/f1.83683351f2.38065771	score/f2.61479076f6.84334939	score/f3.09422033f1.19139379	score/f6.26268833f3.04562355	score/f6.173676f4.07081943	score/f3.62745737f2.16092068	score/f2.9415488f8.33060653	score/f5.98390494f4.05847317	score/f2.65362897f6.13422123	score/f4.24945164f3.58786783	score/f2.36721772f4.30671322	score/f2.0802689f4.53880071	score/f1.48991788f3.18131412	score/f7.08725811f7.88000916	score/f6.12074843f3.04562355	score/f8.49620795f7.62955706	score/f2.8938235f2.74415963	score/f8.34870752f4.30671322	score/f7.95494567f2.27881983	score/f2.62446615f3.58786783	score/f0.91439674f1.01900188	score/f6.51473917f6.36097057	score/f7.26597854f4.19323137	score/f6.09812883f4.30671322	score/f5.32384267f6.13422123	score/f5.99956963f3.04562355	score/f2.8477771f4.07081943	score/f3.84184016f4.53880071	score/f7.95316535f4.19323137	score/f2.29228556f2.39563347	score/f3.41036438f4.64518419	score/f6.74609331f2.26835606	score/f1.79263619f1.64399104	score/f1.32800494f4.11516934	score/f5.49046355f6.13422123	score/f5.45413051f2.9415488	score/f4.62974974f6.24620988	score/f4.02377892f1.83683351	score/f6.48213498f4.61730956	score/f0.83155705f1.24709382	score/f3.17086713f5.86025971	score/f2.78078922f4.39112747	score/f1.10153829f1.2375346	score/f7.97917265f2.10098149	score/f7.17527913f6.87201597	score/f1.96535712f8.09635394	score/f3.6353089f2.26835606	score/f2.8200243f1.42052021	score/f2.31137638f3.11155736	score/f2.79038061f2.29228556	score/f6.72081819f7.8423149	score/f1.08829468f1.83683351	score/f0.86830182f1.54263629	score/f3.78517816f1.48991788	score/f3.69849025f7.08725811	score/f4.34452389f1.22665954	score/f3.20704457f4.45891829	score/f2.00966913f1.64399104	score/f4.48171741f1.22665954	score/f2.43158044f3.23015616	score/f8.24549261f6.30796788	score/f2.46419281f2.14161058	score/f3.01992633f2.43158044	score/f8.48640761f6.06044366	score/f5.60282437f3.04562355	score/f3.86525495f3.7539065	score/f5.19909117f7.81503062	score/f7.99540288f8.15267475	score/f3.00131145f3.92193576	score/f2.02327747f3.01992633	score/f7.07578926f6.36097057	score/f6.82959963f6.13422123	score/f4.52031939f4.35614714	score/f1.38821794f2.66759434	score/f8.30641865f6.13422123	score/f1.27162019f2.36721772	score/f3.51789794f1.24709382	score/f3.89303619f5.24436416	score/f3.74338363f3.24618599	score/f6.52446765f2.65362897	score/f4.27728549f4.00955893	score/f2.94437771f4.2967762	score/f1.18001829f3.6660258	score/f5.45933027f4.62974974	score/f7.7263651f7.117331	score/f6.71691438f7.5543394	score/f6.55095009f6.24620988	score/f0.97475418f2.47537718	score/f5.18848173f7.0109346	score/f8.22507171f3.00131145	score/f6.6336729f3.04562355	score/f3.43006857f3.23015616	score/f8.38761746f3.74338363	score/f4.14843399f1.8614884	score/f3.76460529f6.36097057	score/f6.89686185f4.07081943	score/f2.90444467f3.23015616	score/f8.1918897f8.33470473	score/f1.31378065f1.70904734	score/f3.82947275f4.26441488	score/f7.06217792f2.34609156	score/f1.61871485f1.01900188	score/f6.68878115f4.30671322	score/f8.02105451f7.90392089	score/f7.10426492f3.24618599	score/f5.29065005f6.24620988	score/f8.20628545f4.05847317	score/f5.51326463f1.66487509	score/f4.58958407f3.23015616	score/f3.29149357f2.17139329	score/f2.88363939f2.47461135	score/f8.34643622f4.00955893	score/f5.34719257f4.29740181	score/f2.92630419f5.24436416	score/f3.48227835f5.24436416	score/f5.52944098f6.36097057	score/f6.07064227f6.65703491	score/f2.63782808f1.50892693	score/f3.90357189f2.16092068	score/f2.21837317f4.00955893	score/f5.4446624f7.117331	score/f8.05600859f7.7263651	score/f7.02540525f7.50037017	score/f4.55579687f7.67911541	score/f3.60478819f1.8614884	score/f6.96092807f3.87397676	score/f3.9339112f5.86025971	score/f7.03452178f2.9415488	score/f1.52511092f1.83683351	score/f8.02916865f4.00955893	score/f3.3225281f4.44197134	score/f2.32341986f4.07081943	score/f8.13693716f8.437004	score/f6.36097057f6.13422123.neg	score/f6.36097057f6.13422123.pos	score/f3.58786783f2.47461135.neg	score/f3.58786783f2.47461135.pos
64-18-6	10001421	0.0324	0.0566	0.1191	0.0082	0.1193	1.6898	0.0023	0.0071	0.1098	0.0341	0.0917	0.0059	0.0271	1.8275	1.1537	0.0074	0.0045	0.0000	1.5253	1.0488	1.5565	0.0121	0.6203	0.4387	0.0009	0.0456	0.9066	0.7896	2.3796	0.0869	0.6207	0.0567	0.1528	0.3096	0.4121	0.0622	0.5015	0.0431	0.2554	0.7963	0.0010	0.4502	0.4346	0.4377	0.0040	0.3281	0.0764	0.0038	0.0336	1.8009	0.6570	0.0025	0.9039	0.8482	1.9256	0.8916	0.0898	0.0817	0.4056	0.0260	1.0225	0.0009	0.1033	0.0282	0.8029	0.4845	0.0016	1.0302	0.0342	0.0465	2.1572	1.0157	0.0698	0.2042	0.0195	0.4569	0.0000	0.0067	0.0000	0.3801	1.4902	0.8538	1.0765	0.1130	0.4360	0.0560	0.0458	0.0001	0.0825	0.0293	0.0010	0.0384	0.0160	0.0329	0.0035	0.7012	0.0295	0.0937	0.0458	0.3918	0.1191	0.0000	0.0997	0.0016	0.0001	0.0028	0.8426	0.4298	0.0002	1.6602	1.1942	0.0003	0.0012	0.4105	0.0083	0.0002	0.4324	0.9796	0.1064	0.0562	1.2877	0.0936	0.0929	0.0271	0.2176	0.5501	0.3546	0.1068	0.0027	0.2176	0.3936	0.0000	0.5902	0.1881	0.0355	0.0034	1.1036	0.0560	0.2854	0.0533	0.6598	0.0714	0.0197	0.0031	0.0116	0.3045	0.1445	0.0066	0.0066	0.0142	0.1647	0.6091	0.1323	0.0004	0.2030	0.0442	0.5590	0.8301	0.6618	0.0056	0.0347	0.6255	0.0041	0.0590	0.0077	0.2163	0.1217	0.2198	0.0632	0.0006	0.0499	0.0729	0.0088	0.5070	0.0393	0.2080	0.2249	0.0573	8.3143	1.8275	1.8275	1.0488	1.0488
59-23-4	10001431	59.4824	77.9918	75.6380	34.9919	0.7892	41.9805	1.7217	1.1901	1.5020	0.9205	0.0000	1.4859	0.9072	15.0758	17.1938	0.0005	0.0079	14.4855	13.4225	13.0029	8.1262	0.0000	11.0278	9.2010	0.0028	1.0345	13.1431	10.9172	15.6781	0.8182	13.2172	3.3055	8.8042	10.1475	8.0402	1.9627	13.6102	0.0000	8.4109	11.3362	1.1475	15.4167	10.6620	10.9378	4.5764	7.6765	6.0642	0.0017	0.0000	14.6412	11.3517	4.3256	6.7081	13.7632	9.9398	9.3301	6.6873	5.9324	7.7619	1.8583	12.2921	5.8199	2.8524	6.6895	4.5886	8.7928	0.0000	8.6535	0.1828	5.1386	7.5217	12.7293	7.4676	14.1297	0.0493	5.9851	2.9513	0.0954	0.0000	2.6473	7.5603	4.5743	4.1963	4.4446	0.0088	1.8346	1.7009	0.0000	0.2069	0.0479	0.0000	0.0003	1.6829	0.0000	0.1195	3.5412	5.8416	3.8982	0.0000	8.0409	9.0658	0.0000	0.0010	0.0000	0.0000	0.0002	1.8976	0.0000	0.0001	3.1315	8.8285	11.2675	0.0015	0.0000	0.8104	0.0376	7.3085	4.5138	2.0678	3.2303	4.5521	1.1811	3.4629	8.0523	2.9127	1.3893	2.4117	0.0005	0.6117	0.0000	0.0488	2.8625	3.2859	0.0190	0.1565	0.0029	5.7368	0.1717	1.4284	0.0008	12.0337	3.8323	0.0179	0.0001	0.0000	8.8961	0.7347	0.0000	1.3253	0.0000	0.0750	2.4046	4.7642	0.0000	0.0313	0.1036	1.7225	1.8735	0.0013	2.0059	7.2237	4.6598	0.1719	1.3652	1.6932	1.4400	0.0011	0.0000	0.0000	0.5876	1.3730	0.7188	3.5365	1.7381	1.2040	1.1721	0.0000	2.6009	0.0908	8.0798	11.1617	8.0011	7.4931
56-86-0	10001481	0.3245	0.4329	0.8381	0.0581	2.1230	14.4611	83.4256	81.5311	48.0495	91.9931	0.1892	65.5947	1.4823	16.7559	6.3878	0.0000	0.0108	0.0005	16.2963	17.1325	9.2570	0.0000	15.1330	11.9177	0.0002	5.5543	16.0216	12.1361	9.0258	25.5622	18.8357	3.4916	22.2791	16.7648	14.1588	2.0656	21.7281	0.0001	13.8189	13.2960	0.1068	8.3383	1.3717	14.8137	3.9538	14.2208	18.6060	0.0000	0.0000	10.5450	4.8282	3.6346	8.8146	8.4470	10.5225	13.8562	13.4312	18.0903	9.6437	3.6252	6.6264	0.0021	5.0955	6.6331	21.6443	14.2519	0.0000	10.6739	23.7371	6.5117	7.2029	8.4050	1.7048	10.6965	19.6388	24.4171	0.0000	29.2558	0.1219	3.3874	8.8877	6.3113	7.8425	9.9446	0.5069	5.1723	2.0452	0.0000	2.2115	23.1673	0.0000	0.1753	27.2096	0.0001	6.5242	13.1595	0.2324	6.8851	0.0000	5.3435	5.9209	0.0293	0.4721	3.0295	0.0419	0.0106	3.3546	2.3134	0.0124	3.5763	5.2685	2.5745	0.0000	0.0000	0.0002	2.5762	10.4710	5.9101	5.0910	7.9854	5.3473	6.0201	0.8272	0.0035	1.9636	2.7122	3.3345	0.0018	0.0000	0.0015	0.0056	0.0146	5.5857	0.0355	0.8239	0.0001	3.5509	0.0095	1.9649	0.1236	13.4724	1.0938	0.0294	0.0000	0.0000	5.3658	13.1829	0.0000	2.7469	0.0024	0.2185	4.4464	1.4483	0.0000	0.4025	3.6720	2.5720	1.9843	0.0069	0.0001	0.0000	6.8701	0.0483	3.0866	2.0273	2.1742	0.0011	0.0001	0.0334	1.0634	0.0214	0.0000	0.3951	2.4872	3.2904	1.8233	0.1002	5.2411	0.1336	14.5193	5.5189	4.0404	17.1325
141-43-5	10001491	0.5003	0.6445	0.8006	0.2923	1.7615	6.5358	0.0893	0.0302	0.2977	0.0062	0.0000	0.0558	20.6217	3.3762	3.9075	0.0421	0.0306	0.1875	3.2499	3.4635	1.7234	0.0125	3.8422	3.3831	0.0136	0.0766	4.2111	3.5569	3.3337	0.1764	4.6497	1.3950	4.2382	3.6965	2.5643	1.2871	1.0838	0.0034	2.9985	3.6316	0.0100	13.0775	1.6852	4.0489	1.6471	3.2253	3.2066	0.0210	0.0014	3.3116	1.2930	0.0006	1.6710	3.3634	2.5031	3.0490	1.9325	2.6141	3.4736	0.6443	3.5936	0.1000	1.5659	2.1131	1.2329	3.2230	0.0000	2.5109	0.1059	1.5432	1.3700	3.6254	0.8329	10.2568	0.0203	2.4561	0.0707	0.0032	0.0000	1.1876	1.8839	1.0915	1.3309	1.8944	0.0573	1.2636	1.8734	0.0065	0.4181	0.0031	0.0074	0.0050	0.0001	0.0023	9.5930	1.5468	0.3757	1.8674	0.0590	8.8628	1.9835	0.0014	0.0570	0.0050	0.0003	0.0755	0.4318	0.2857	0.0563	0.8384	2.1745	5.5402	0.0045	0.0002	0.0019	0.5800	2.0755	1.1586	1.0671	2.0284	0.8085	0.4571	0.4907	1.2504	0.0633	0.7655	0.8934	0.3049	0.0062	0.0093	0.0341	0.1706	1.1270	0.3045	0.1090	0.0308	1.4077	0.0845	0.0437	0.0013	3.1516	0.3343	0.1552	0.0604	0.0035	7.9512	0.2359	0.0000	0.6112	0.0167	0.0729	0.7493	1.9254	0.0002	0.1479	0.0590	0.5798	0.6334	0.0126	0.0122	0.0917	1.5526	0.0873	0.8880	0.0088	2.3308	0.0259	0.0002	0.0223	0.6837	0.0321	0.2868	0.4534	0.5138	1.1078	0.5784	0.0002	0.3511	0.0322	2.0125	3.3762	1.7151	3.4635
68-94-0	10001571	0.0183	0.0211	0.0312	0.0118	0.2537	1.1817	0.0001	0.0001	0.0089	0.0000	0.1176	0.0005	0.0107	0.5699	0.6424	0.8515	0.0049	0.0000	0.4188	0.3654	0.2273	0.0138	0.2063	0.0690	0.0025	0.0208	0.1829	0.0986	0.5582	0.0007	0.2221	0.0441	0.0971	0.1097	0.1340	0.0515	0.0954	0.0001	0.1090	0.2470	0.0013	0.7243	0.3384	0.0841	0.6265	0.0634	0.1817	0.0034	0.0005	0.3724	0.2014	0.0017	0.1905	0.2901	0.3375	0.2079	0.2555	0.0669	0.0164	0.0460	0.7222	0.0194	0.0267	0.7872	0.0969	0.2652	0.0005	0.2417	0.0014	0.3453	0.2420	0.4179	0.0608	0.0610	0.0006	0.0389	0.0000	0.0001	0.0002	0.0220	0.2178	0.1324	0.1661	0.2531	0.0416	0.0622	0.0623	0.0006	0.0315	0.0002	0.0056	0.2381	0.0000	0.0000	0.0021	0.0270	0.0083	0.2532	0.0130	0.0063	0.0741	0.0032	0.0007	0.0005	0.0527	0.0018	0.1423	0.0318	0.0177	0.0864	0.2781	0.0029	0.0006	7.2840	0.0045	0.0423	0.2364	0.1185	0.0221	0.1207	0.3342	0.0575	0.0873	0.0008	0.0162	0.0438	0.0651	0.9449	0.0000	0.0007	0.0091	0.0030	0.0714	0.0099	0.0079	0.0311	0.2294	0.0015	0.1730	0.0322	0.3770	0.0534	0.0012	10.5506	0.0000	0.0423	0.0312	0.0006	0.0824	0.0041	0.0026	0.1608	10.0218	0.0000	0.0027	0.0383	0.0579	0.0411	0.1533	0.0005	0.0005	0.2083	0.0354	0.0039	0.0008	0.0296	0.0030	0.0007	0.0001	0.1384	0.0976	0.0437	0.0100	0.0595	0.2373	0.0334	0.0078	0.0165	0.4610	0.5699	0.5699	0.3654	0.3654
60-18-4	10001581	0.4192	0.6080	0.7953	0.1713	1.7721	34.7520	7.3419	7.2363	24.7656	6.0355	0.0949	5.1213	0.1785	7.0251	15.0960	0.0144	5.1571	0.0000	6.6287	5.0908	3.7838	0.2584	4.8911	9.2766	4.0368	9.1908	4.7101	2.8066	11.9204	1.8308	6.0085	3.2886	4.0726	5.2011	3.6195	3.0376	3.7622	0.0276	4.3291	4.0891	0.5805	19.4372	4.7724	3.6329	4.0727	3.4646	3.0725	2.6357	0.0000	10.9981	4.8825	1.2618	4.2500	9.1504	4.3838	3.3048	5.6050	1.8918	6.6207	1.0413	9.9879	0.0549	1.1922	5.8030	3.0705	4.0600	0.0000	4.4336	4.7107	4.6191	3.2381	10.7591	3.2725	2.3558	1.7680	2.0537	0.0007	2.3248	0.0000	0.4185	2.9287	2.1604	2.2073	2.5499	0.0068	1.2241	8.9896	0.0000	0.1703	1.4121	14.5917	0.0215	0.8169	0.0000	0.0069	1.0814	0.1821	2.8925	0.0149	0.7576	1.2136	0.0000	5.6607	0.0000	0.0000	1.9933	0.8552	0.4518	3.4858	1.3710	8.4490	0.0002	0.0020	0.0003	8.1897	4.2249	3.1101	2.2661	1.0086	2.0487	1.5170	1.3463	0.7647	0.0002	0.0000	0.7783	0.6317	0.1742	0.0000	0.0001	0.0166	0.0083	1.5263	0.2925	0.0445	2.2459	4.5075	1.3924	0.0000	0.0065	2.3653	6.4620	1.9366	0.0005	0.0000	0.5271	1.8896	0.0000	1.2569	0.0013	0.0276	1.0040	3.2810	0.0000	1.4445	0.4516	0.5525	0.6227	0.0229	0.0000	0.0000	2.1698	0.2510	0.5112	2.8253	0.1855	0.0000	0.0000	0.0003	0.5926	0.0059	0.0219	6.5503	1.0104	1.0597	0.2280	0.0517	1.4850	0.0091	2.4957	4.8196	1.1751	2.8158
63-91-2	10001591	66.5422	85.6410	82.8477	41.5826	0.9529	8.5031	67.8561	36.8816	29.4402	29.7888	0.0067	35.5745	30.6213	8.4382	4.1211	0.0002	14.3357	0.0242	6.3324	8.1789	4.2385	0.1573	7.6636	5.6773	3.8863	2.0206	8.1063	5.9679	4.7456	2.7808	8.3441	2.1616	7.2748	5.9653	3.7272	1.8253	29.9780	5.8019	4.1860	15.2902	0.0027	7.0488	1.0515	4.0376	1.2090	4.3688	7.9605	3.0679	2.7748	5.4231	1.6015	0.8533	2.5250	4.6078	5.6970	6.1707	3.1432	3.2819	4.5533	0.9343	3.7057	8.3896	2.6955	2.6778	1.3630	5.6898	0.0000	4.4949	10.2377	2.5736	3.0297	4.8385	1.4330	3.9217	6.7379	4.7090	0.1225	15.7924	0.0000	1.2595	3.8066	1.7128	1.6724	11.1075	0.0017	3.8745	1.9789	0.0000	1.9630	4.8738	0.0000	0.0512	8.8831	0.0000	9.1694	2.4454	8.0880	4.5849	0.0011	1.7019	1.2293	0.0124	0.0521	0.0000	0.0093	2.2133	0.3843	0.1857	0.0245	1.4751	2.9600	0.0241	0.0108	0.0000	0.0017	0.0571	5.2265	3.3607	1.9362	3.2375	1.1586	0.8179	2.2230	0.0015	2.2569	0.7290	6.4151	0.0378	0.0000	0.0000	0.0162	5.4346	1.6547	0.7947	0.0855	0.0099	0.9931	2.7497	0.0395	0.0294	2.1534	0.6541	1.8980	0.0003	0.0000	2.1414	7.7470	0.0000	0.1899	0.0006	2.0258	0.8180	1.1782	0.0000	1.6960	2.7544	1.3102	4.1221	0.0043	0.0021	0.0003	2.7610	0.1087	0.7275	0.0613	6.8428	0.0039	0.0000	0.3621	0.0907	0.0491	0.0054	0.1699	0.3493	2.4560	3.4196	0.0167	0.2153	0.0006	8.4382	4.0797	2.5006	8.1789
56-41-7	10001611	0.6110	0.6962	0.9739	0.2855	0.1088	3.1163	0.1072	0.0172	0.4010	0.0048	0.0000	0.0581	0.3869	3.7924	1.2959	0.0005	0.0968	0.2755	3.9309	7.4344	2.6034	0.0004	5.4797	5.9738	0.0499	0.0005	6.7203	6.4872	2.3482	0.3359	7.6770	0.1663	6.4261	5.4095	3.1414	0.0710	1.8292	0.0001	4.3081	5.5530	0.1216	0.8993	0.1528	4.9706	0.7442	4.9754	2.6941	0.0606	0.0009	2.3514	0.2839	0.0000	1.5451	1.4422	2.9521	5.4498	0.9671	2.2478	19.3906	1.4640	1.7421	0.0385	2.7974	1.0298	1.7430	3.9035	0.0000	2.6014	0.0062	0.7440	2.2897	1.4455	0.0565	4.6762	0.0006	2.6595	0.0913	0.0070	0.0000	4.0450	2.9832	2.3288	1.7120	0.8710	0.0708	0.4500	0.0358	0.0008	0.1997	0.0048	0.0001	0.0030	0.0000	1.7899	0.3191	2.0502	0.5694	0.4255	0.0000	22.9485	2.8780	0.0006	0.0029	0.0056	0.0130	0.0012	1.0937	0.8321	0.0003	1.3942	1.3006	10.2000	0.0002	0.0489	0.0000	0.0031	2.8709	2.0792	1.4434	1.5920	1.6215	0.1121	0.0034	0.4781	5.4471	0.9091	1.1218	0.0017	0.0030	0.0056	0.3560	0.1508	1.9564	0.6022	0.7590	0.0012	1.2163	0.0006	5.0968	0.0017	8.0548	0.0352	0.0006	0.0001	0.0001	4.3284	0.5964	0.0002	0.3609	0.0433	0.4936	1.1862	0.3292	0.0000	0.0164	0.0089	2.5457	1.2690	0.0111	0.0751	0.1527	1.6005	0.0032	3.4515	0.0130	1.6265	0.0841	0.0981	0.0126	0.3641	0.0125	0.0026	0.0075	0.8779	0.2618	1.2714	0.0197	0.0956	0.4708	3.7924	3.7924	2.6074	7.4344
69-79-4	10001631	52.7568	70.6218	69.0316	29.0295	0.6097	16.9713	0.4834	0.2382	1.0630	0.0993	0.0000	0.4307	8.8754	17.4800	7.2451	0.0000	0.0022	14.0806	15.3469	22.8169	9.8543	0.0000	20.2898	14.3952	0.0004	0.3576	21.1732	13.2844	10.5978	0.2099	22.8935	2.3267	13.2325	13.2911	9.3203	1.1801	12.4309	0.0000	10.0365	18.8559	12.8616	7.8479	1.1481	20.5364	1.5715	16.5893	8.0013	0.0002	0.0000	10.9609	2.1193	3.3880	6.7844	8.2640	12.2174	16.9803	4.5793	7.1349	12.7142	2.1343	7.0026	2.8359	4.7608	3.6674	4.8442	15.4662	-0.0000	9.6616	0.0032	3.4509	7.7985	8.4601	0.4563	16.0490	0.0003	9.0053	8.9368	0.0011	-0.0000	2.6558	9.6547	5.2424	5.2678	5.2035	0.0056	2.0313	1.0260	0.0000	0.3742	0.0085	-0.0000	0.0000	0.4939	0.0000	0.5025	4.8765	4.4333	3.1023	0.0000	10.0533	8.9156	0.0000	0.0001	0.0000	0.0000	0.3537	1.4734	0.0003	0.0000	3.0273	5.6508	9.4067	0.5052	0.0000	1.4202	0.0013	7.8824	5.2476	2.1350	4.4918	4.1478	0.7605	0.2286	10.1628	6.1986	1.9494	2.8221	0.0000	0.1426	0.0000	0.0009	1.3087	4.6454	0.1176	0.7536	0.0067	3.0010	5.5598	0.9218	0.0000	10.8669	0.1246	0.5581	0.0000	-0.0000	10.1292	0.5098	0.0000	0.3276	0.0001	0.9381	2.4225	0.8188	-0.0000	0.6022	0.9663	2.5446	2.1318	0.0000	1.0220	3.5715	5.0050	0.0031	1.6505	0.6432	2.1686	0.0001	0.0000	0.0000	0.0539	0.8192	0.6526	2.1783	1.5152	0.5298	1.2805	0.0000	0.0153	0.0007	13.7199	6.8084	3.8722	19.4595
74-89-5	10001641	0.1563	0.1701	0.1565	0.1507	0.4164	1.3105	0.0508	0.1659	0.2811	0.1202	0.0496	0.1918	0.1059	1.7926	0.6803	0.0025	7.1483	0.0650	1.7349	1.1480	0.4873	1.0743	1.3128	1.3347	6.8867	0.0069	0.8786	0.7688	1.3169	0.1935	1.1040	0.1094	0.8877	0.8002	0.7079	0.0890	1.1754	0.0016	0.6695	1.0678	0.1197	0.6206	0.2554	0.8070	0.1210	0.8567	0.6517	18.5884	0.9861	1.1924	0.3499	0.0037	1.1612	0.8363	1.2204	0.8976	0.4599	0.4423	0.7705	0.3197	0.7836	0.0299	1.0309	0.4137	0.7904	2.9499	0.3096	1.1770	0.0171	0.4745	1.1630	0.6662	0.0557	0.5649	0.0292	1.2506	0.1019	0.0734	0.0176	0.3077	1.3017	0.7637	1.5287	0.6289	0.3336	0.1407	0.0316	0.0062	0.0551	0.1805	0.0017	0.0249	0.0878	0.0046	0.0310	0.9443	0.0649	0.3962	0.4385	0.3249	0.6636	0.0001	0.0116	0.0257	0.0005	0.0135	0.9738	0.0101	0.0145	0.2766	0.4434	0.0270	0.0013	0.0052	0.0056	0.0021	1.1175	0.4169	0.3294	0.3560	0.6480	0.0748	0.0034	0.0019	0.0021	0.4222	0.4495	0.0009	0.0216	0.6472	0.6607	0.0706	0.8377	0.0202	0.4527	0.0226	0.6095	0.0379	0.0199	0.0925	1.5750	0.1687	0.0464	0.0034	0.0006	0.3968	0.1472	0.1105	0.1452	0.0218	0.0062	0.8898	0.3421	0.0163	0.1343	0.2345	0.4079	0.5772	0.0007	0.0002	0.0010	0.6223	0.0803	0.2651	0.0040	0.2211	0.0404	0.0311	0.0254	0.0247	0.0086	0.1176	0.0049	0.3804	0.2380	0.3373	0.0169	0.1216	0.0867	1.7926	0.4102	1.1480	1.1480
72-19-5	10001671	0.4342	0.5528	0.9968	0.1303	1.6739	10.0965	1.1000	0.6357	1.1486	0.5583	0.0001	0.9659	1.1051	12.4835	4.7063	0.0939	0.0002	0.0000	11.2363	22.3328	7.4697	0.0000	19.7576	11.8536	0.0000	0.0493	23.4760	24.0956	7.8105	0.9258	19.3169	1.7381	10.5135	11.0685	10.3329	1.1010	6.3038	0.0000	8.6154	17.2198	0.1262	5.1075	1.1299	11.0562	2.5050	8.4397	7.9715	0.0000	0.0002	7.7200	0.9610	0.2232	6.4167	5.2460	10.7647	24.8769	3.6101	7.9260	11.7276	1.9597	5.7979	0.0006	6.4091	3.0004	6.6067	14.8374	0.0015	7.6585	0.2277	3.1573	7.2097	5.6831	0.0895	9.2922	0.1383	7.8571	0.0000	0.1441	0.0197	17.3842	8.4397	5.8433	5.4708	6.0682	0.2141	2.8936	0.7988	0.0085	1.9564	0.7246	0.0000	0.0087	0.0943	0.0008	0.3678	5.3305	0.4200	3.0561	0.0884	7.3993	3.3478	0.0366	0.0037	0.2286	0.0482	0.0126	3.7321	0.5019	0.0283	3.8612	4.8747	0.0278	0.0000	0.0000	0.0009	0.2578	7.2514	5.8862	5.2406	5.5337	4.9146	1.4132	1.3396	0.0001	0.0004	3.6881	9.7842	0.3342	0.1580	0.0156	0.0031	0.0422	5.3470	0.3785	1.3062	0.0741	3.4493	0.0358	0.0294	0.0006	5.3706	0.1354	0.1369	0.0805	6.1421	10.7599	1.0057	0.0303	1.4829	0.0165	0.0103	4.1233	1.7683	0.0000	0.3131	0.1148	4.8882	2.4978	0.0158	0.0000	0.0000	5.5598	0.0048	2.4896	0.0102	2.6262	0.0008	0.0000	0.0104	1.0174	3.2301	0.0010	0.1411	2.4741	1.7901	2.6078	0.0006	0.1366	0.1098	12.4835	1.5942	1.9752	22.3328
70-47-3	10001681	72.6861	92.2344	89.5231	45.8733	1.4932	8.4281	0.1314	0.0066	0.4093	0.0012	0.0000	0.1377	0.7327	10.6717	3.3795	0.0021	0.0624	0.0002	8.9588	12.2445	8.4198	0.0000	12.3738	11.1993	0.0928	0.0017	9.3952	6.7943	5.8797	0.0358	9.3225	1.4742	6.2714	5.6637	3.4954	1.2277	2.3360	0.0000	4.0734	19.4876	0.0010	5.2377	1.3943	5.1793	1.8863	4.2824	5.1349	0.0178	0.0001	6.1319	2.3305	0.0000	10.0602	4.8432	9.7365	8.2981	3.1204	2.8143	6.9316	1.7690	4.1287	12.9050	15.5515	3.2488	2.9450	7.1402	0.0000	6.2700	0.0381	2.6910	6.0392	4.6851	11.2049	4.3136	0.0015	5.1474	0.0001	0.0012	0.0000	1.8239	7.2333	9.1415	3.9092	9.5895	0.1144	1.0446	1.1589	0.1232	0.5263	0.0074	0.0000	0.2006	0.0000	2.1808	0.2228	5.0456	11.6752	3.0417	0.0001	1.7775	3.9578	0.0000	0.0003	0.0000	0.0000	0.2445	2.2569	0.8659	0.2992	3.8841	3.6035	0.0116	0.2733	0.0000	0.0000	0.2911	6.9684	5.2357	1.7015	3.5174	3.0408	1.0827	0.2145	0.0011	0.0274	2.8083	9.9329	3.9070	0.0000	0.0001	0.0298	6.9188	3.4686	1.5717	1.1313	0.1594	1.9331	0.1189	0.1082	0.0245	3.4666	1.5240	4.9077	0.0014	0.0001	3.3471	0.6305	0.0000	0.3548	0.0094	0.0153	2.8140	1.4129	0.0000	0.1306	0.2629	11.8900	8.3878	0.1339	5.5638	0.0023	3.7091	0.4765	1.0779	0.0000	7.0113	0.0319	0.0000	0.0000	0.2656	0.0394	0.0014	0.4408	3.7769	1.0067	6.1680	0.0001	0.6836	0.0233	10.6717	2.7528	1.9203	12.2445
